"","Bird.ID","Date.x","Bird.Status","Fate","Parent.Present.","x","y","year","Ordinal","month_day","week","encounter","ndvi","perc_mpine","perc_grassy","perc_decid","perc_bf","perc_water","DTN_road","DTN_mpine","DTN_grassy","DTN_decid","DTN_bf","DTN_water","Capture.Date","Weight","RadioSize","Dayposthatch","Dayposthatch.num"
"7519","165.196_235094",2023-07-17,"Alive & Inactive","","yes",-77.961806991345,34.0629127640403,2023,198,"7_17",29,1,0.459230542182922,0.75949364900589,0,0.202531650662422,0,0,17.6287212371826,0,578.567016601562,19.9200325012207,153.124282836914,270.605255126953,2023-07-15,14,"Small",2,2
"7520","165.196_235094",2023-07-20,"Brood","","yes",-77.9605720153402,34.0615957024645,2023,201,"7_20",29,1,0.511069357395172,0.658227860927582,0,0.354430377483368,0,0,41.9596672058105,0,642.066772460938,11.8554124832153,125.867683410645,223.356018066406,2023-07-15,14,"Small",5,5
"7521","165.196_235094",2023-07-22,"Alive & Inactive","","no",-77.9614630318126,34.062394089255,2023,203,"7_22",30,1,0.477651655673981,0.936708867549896,0,0.0632911399006844,0,0,11.1550359725952,0,596.235229492188,26.5612716674805,140.025756835938,257.020843505859,2023-07-15,14,"Small",7,7
"7522","165.196_235094",2023-07-21,"Alive & Inactive","","yes",-77.9618209772157,34.0627059205171,2023,202,"7_21",29,1,0.477711796760559,0.848101258277893,0,0.139240503311157,0,0,10.1666297912598,0,582.249084472656,26.6841087341309,145.208251953125,265.873840332031,2023-07-15,14,"Small",6,6
"7523","165.196_235094",2023-07-18,"Alive & Inactive","","yes",-77.9606368000418,34.0623616492776,2023,199,"7_18",29,1,0.454550385475159,0.670886099338531,0,0.303797453641891,0,0,37.797046661377,0,621.98486328125,14.6494245529175,150.545043945312,255.931442260742,2023-07-15,14,"Small",3,3
"7524","165.196_235094",2023-07-18,"Alive & Inactive","","yes",-77.9611241396767,34.062480015581,2023,199,"7_18",29,1,0.470364898443222,0.75949364900589,0,0.202531650662422,0,0,21.3499946594238,0,606.500671386719,20.9124736785889,143.627838134766,256.698913574219,2023-07-15,14,"Small",3,3
"7525","165.196_235094",2023-07-20,"Alive & Inactive","","yes",-77.9605346651873,34.0619291532626,2023,201,"7_20",29,1,0.478115737438202,0.632911384105682,0,0.379746824502945,0,0,41.6848373413086,0,638.222534179688,17.7852840423584,132.501892089844,231.376159667969,2023-07-15,14,"Small",5,5
"7526","165.196_235094",2023-07-19,"Alive & Inactive","","yes",-77.9611175280762,34.0626179516249,2023,200,"7_19",29,1,0.470364898443222,0.75949364900589,0,0.202531650662422,0,0,25.2480220794678,0,602.859313964844,13.4729661941528,151.198745727539,264.745727539062,2023-07-15,14,"Small",4,4
"7527","165.196_235094",2023-07-20,"Alive & Inactive","","yes",-77.9610443216688,34.0619791466945,2023,201,"7_20",29,1,0.482799053192139,0.974683523178101,0,0.0379746817052364,0,0,24.5168018341064,0,619.12255859375,27.5296669006348,131.013687133789,240.642242431641,2023-07-15,14,"Small",5,5
"7528","165.196_235094",2023-07-19,"Alive & Inactive","","yes",-77.9619586143885,34.06274891144,2023,200,"7_19",29,1,0.477057546377182,0.886075973510742,0,0.101265825331211,0,0,15.3614082336426,0,573.41162109375,23.0266246795654,152.218765258789,264.823089599609,2023-07-15,14,"Small",4,4
"7529","165.196_235094",2023-07-19,"Alive & Active","","yes",-77.9623122622513,34.0616182069686,2023,200,"7_19",29,1,0.471152096986771,1,0,0,0,0,20.8154544830322,0,587.12158203125,50.1833877563477,102.914543151855,228.377426147461,2023-07-15,14,"Small",4,4
"7530","165.196_235094",2023-07-21,"Alive & Inactive","","yes",-77.9616256493369,34.0620732744427,2023,202,"7_21",29,1,0.529766201972961,1,0,0,0,0,1.38170051574707,0,598.848510742188,43.0818710327148,122.967895507812,241.328491210938,2023-07-15,14,"Small",6,6
"7531","165.196_235094",2023-07-18,"Alive & Inactive","","yes",-77.9610001398282,34.0627208682541,2023,199,"7_18",29,1,0.508245229721069,0.658227860927582,0,0.303797453641891,0,0,30.1425266265869,0,608.040344238281,11.3984756469727,153.206985473633,264.779266357422,2023-07-15,14,"Small",3,3
"7532","165.196_235094",2023-07-24,"Fate","Unknown","no",-77.9619328039938,34.0625203044699,2023,205,"7_24",30,2,0.488067001104355,0.949367105960846,0,0.0379746817052364,0,0,3.06284379959106,0,586.0185546875,33.2505836486816,137.30744934082,257.862274169922,2023-07-15,14,"Small",9,9
"7533","165.196_245051",2024-06-15,"Fate","Unknown","yes",-77.9786127940546,34.077297732477,2024,166,"6_15",24,2,0.615953862667084,0.810126602649689,0,0.189873412251472,0,0,4.84392166137695,0,170.981781005859,22.8644256591797,136.10090637207,90.603889465332,2024-06-15,16,"Small",0,0
"7534","165.208_225108",2022-07-16,"Alive & Active","","",-77.9738495257695,34.0890513024511,2022,197,"7_16",29,1,0.68349701166153,0.291139245033264,0,0.734177231788635,0.0126582281664014,0,12.7937164306641,12.163366317749,653.14111328125,0,28.0516338348389,465.420959472656,2022-07-13,20,"Small",3,3
"7535","165.208_225108",2022-07-19,"Suspected Fate - DNH","","",-77.9725134066502,34.0897485621823,2022,200,"7_19",29,0,0.251801699399948,0.291139245033264,0,0.746835470199585,0,0,0.320084124803543,0,694.129455566406,3.37515616416931,72.8236770629883,475.726837158203,2022-07-13,20,"Small",6,6
"7536","165.208_225108",2022-07-15,"Brood","","yes",-77.9716280235129,34.0897069880505,2022,196,"7_15",29,1,0.494350731372833,0.189873412251472,0,0.810126602649689,0,0,8.10210037231445,12.4403810501099,712.406616210938,0,106.154685974121,467.716491699219,2022-07-13,20,"Small",2,2
"7537","165.208_225108",2022-07-20,"Fate","Censor","",-77.9785434378264,34.0874069194518,2022,201,"7_20",29,0,0.550978362560272,0,0,0.949367105960846,0.0759493634104729,0,0.387128859758377,59.2289886474609,523.246887207031,0,21.1430397033691,463.438171386719,2022-07-13,20,"Small",7,7
"7538","165.208_225108",2022-07-14,"Brood","","yes",-77.9724258819955,34.0892326235504,2022,195,"7_14",28,1,0.613527059555054,0.316455692052841,0,0.721518993377686,0,0,6.42969846725464,0,676.502502441406,0,74.3410110473633,450.916748046875,2022-07-13,20,"Small",1,1
"7539","165.208_225108",2022-07-17,"Alive & Active","","",-77.9749824971755,34.0887267534826,2022,198,"7_17",29,1,0.658330738544464,0,0,0.860759496688843,0.202531650662422,0,3.74581980705261,37.1233444213867,620.262451171875,3.40201330184937,0,466.528900146484,2022-07-13,20,"Small",4,4
"7540","165.208_225108",2022-07-14,"Brood","","yes",-77.9723374536355,34.0895868579405,2022,195,"7_14",28,1,0.363398194313049,0.316455692052841,0,0.721518993377686,0,0,10.3764581680298,0,693.225646972656,0.959913611412048,81.8122787475586,464.98583984375,2022-07-13,20,"Small",1,1
"7541","165.208_225108",2022-07-19,"Suspected Fate - DNH","","",-77.9748694540785,34.0887247581863,2022,200,"7_19",29,0,0.633671045303345,0.0126582281664014,0,0.848101258277893,0.202531650662422,0,0.918103039264679,31.8285255432129,622.8203125,0,0.886373102664948,464.107421875,2022-07-13,20,"Small",6,6
"7542","165.208_225108",2022-07-17,"Alive & Active","","",-77.9748460538637,34.088847337883,2022,198,"7_17",29,1,0.633671045303345,0.0126582281664014,0,0.848101258277893,0.202531650662422,0,0.918103039264679,31.8285255432129,622.8203125,0,0.886373102664948,464.107421875,2022-07-13,20,"Small",4,4
"7543","165.208_225108",2022-07-15,"Brood","","yes",-77.9724099818149,34.0892261928127,2022,196,"7_15",29,1,0.613527059555054,0.316455692052841,0,0.721518993377686,0,0,6.42969846725464,0,676.502502441406,0,74.3410110473633,450.916748046875,2022-07-13,20,"Small",2,2
"7544","165.208_225108",2022-07-14,"Brood","","yes",-77.9727478831091,34.0895447101428,2022,195,"7_14",28,1,0.40537616610527,0.341772139072418,0,0.708860754966736,0,0,6.49610376358032,5.44562005996704,684.258911132812,0,64.905517578125,469.566528320312,2022-07-13,20,"Small",1,1
"7545","165.218_225103",2022-07-06,"Brood","","yes",-78.0050897387387,34.0508660182234,2022,187,"7_6",27,1,0.276506721973419,0.835443019866943,0,0,0.164556965231895,0,7.05540418624878,0,47.3993263244629,138.966873168945,14.7802991867065,31.5766582489014,2022-07-06,16,"Small",0,0
"7546","165.218_225103",2022-07-07,"Alive & Active","","yes",-78.0046552901111,34.050781884286,2022,188,"7_7",27,1,0.325625956058502,0.645569622516632,0,0,0.341772139072418,0,13.6089944839478,0,64.3398971557617,130.416275024414,1.69196379184723,37.1511688232422,2022-07-06,16,"Small",1,1
"7547","165.218_225103",2022-07-07,"Alive & Active","","yes",-78.0049626289226,34.0500648336958,2022,188,"7_7",27,1,0.370406478643417,0.607594907283783,0,0,0.354430377483368,0,17.8257656097412,0,46.5010643005371,109.465858459473,5.78047037124634,38.0768814086914,2022-07-06,16,"Small",1,1
"7548","165.218_225103",2022-07-06,"Brood","","",-78.0053021373028,34.0507247814704,2022,187,"7_6",27,1,0.288511276245117,0.746835470199585,0,0,0.253164559602737,0,6.60578060150146,0,40.2553520202637,135.630737304688,17.5182323455811,32.7401962280273,2022-07-06,16,"Small",0,0
"7549","165.218_225103",2022-07-09,"Alive & Active","","yes",-78.0051259327598,34.0501064399383,2022,190,"7_9",28,1,0.34169203042984,0.620253145694733,0,0,0.354430377483368,0,17.9079742431641,0,41.0206451416016,113.214553833008,11.3404445648193,43.4324913024902,2022-07-06,16,"Small",3,3
"7550","165.218_225103",2022-07-09,"Brood","","",-78.0054790901424,34.0501465821279,2022,190,"7_9",28,1,0.383538156747818,0.620253145694733,0,0,0.341772139072418,0,9.094162940979,0,30.401948928833,121.193878173828,2.65166044235229,44.8902702331543,2022-07-06,16,"Small",3,3
"7551","165.218_225103",2022-07-06,"Brood","","yes",-78.0048556656234,34.0499074428266,2022,187,"7_6",27,1,0.481199324131012,0.582278490066528,0,0,0.341772139072418,0.0632911399006844,8.04682636260986,0,50.4798965454102,99.5749816894531,0.674774050712585,29.6744441986084,2022-07-06,16,"Small",0,0
"7552","165.218_225103",2022-07-08,"Brood","","yes",-78.0055649547105,34.0495935116931,2022,189,"7_8",28,1,0.438655614852905,0.721518993377686,0.0253164563328028,0,0.227848097681999,0,5.15842151641846,0,27.0607395172119,110.53443145752,4.04698801040649,44.4612922668457,2022-07-06,16,"Small",2,2
"7553","165.218_225103",2022-07-07,"Alive & Active","","",-78.0047151556383,34.0505802963858,2022,188,"7_7",27,1,0.354884088039398,0.670886099338531,0,0,0.316455692052841,0,20.1062812805176,3.76205778121948,63.3282279968262,123.250076293945,0,35.4638366699219,2022-07-06,16,"Small",1,1
"7554","165.218_225103",2022-07-10,"Brood","","yes",-78.0056215737262,34.0510209392492,2022,191,"7_10",28,1,0.34691658616066,0.810126602649689,0,0,0.0759493634104729,0.139240503311157,9.30656909942627,0,34.8586158752441,134.819869995117,26.6140575408936,13.017430305481,2022-07-06,16,"Small",4,4
"7555","165.218_225103",2022-07-08,"Brood","","yes",-78.0054246612193,34.0505935187566,2022,189,"7_8",28,1,0.304182469844818,0.746835470199585,0,0,0.240506336092949,0.0253164563328028,6.60578060150146,0,40.2553520202637,135.630737304688,17.5182323455811,32.7401962280273,2022-07-06,16,"Small",2,2
"7556","165.218_225103",2022-07-10,"Brood","","yes",-78.0055399869355,34.0496958665593,2022,191,"7_10",28,1,0.490650683641434,0.683544278144836,0.0253164563328028,0,0.253164559602737,0,5.15842151641846,0,27.0607395172119,110.53443145752,4.04698801040649,44.4612922668457,2022-07-06,16,"Small",4,4
"7557","165.218_225103",2022-07-11,"Fate","Snake","no",-78.0057268302264,34.0505379445934,2022,192,"7_11",28,2,0.344180136919022,0.658227860927582,0.0126582281664014,0,0.291139245033264,0.0253164563328028,4.81233692169189,0,28.7688751220703,132.801696777344,8.69221687316895,28.9574527740479,2022-07-06,16,"Small",5,5
"7558","165.218_225103",2022-07-08,"Brood","","yes",-78.0054246612193,34.0505935187566,2022,189,"7_8",28,1,0.304182469844818,0.746835470199585,0,0,0.240506336092949,0.0253164563328028,6.60578060150146,0,40.2553520202637,135.630737304688,17.5182323455811,32.7401962280273,2022-07-06,16,"Small",2,2
"7559","165.218_245093",2024-07-04,"Alive & Inactive","","no",-77.9754916685668,34.0858005704667,2024,185,"7_4",27,1,0.584717631340027,0.113924048841,0,0.924050629138947,0,0,23.5675868988037,24.2405261993408,505.539672851562,0,88.347053527832,370.622131347656,2024-06-26,20,"Small",8,8
"7560","165.218_245093",2024-07-09,"Alive & Inactive","","no",-77.9749314207651,34.0854346344275,2024,190,"7_9",28,1,0.6451376080513,0.329113930463791,0,0.708860754966736,0,0,43.9033279418945,6.7265453338623,500.905914306641,0,64.8641738891602,347.476379394531,2024-06-26,20,"Small",13,13
"7561","165.218_245093",2024-07-16,"Fate","Unknown","no",-77.9751889596722,34.0853944233945,2024,197,"7_16",29,2,0.666228652000427,0.240506336092949,0,0.797468364238739,0,0,39.6755256652832,12.5078277587891,497.789154052734,0,69.7167816162109,350.799560546875,2024-06-26,20,"Small",20,20
"7562","165.218_245093",2024-07-10,"Alive & Inactive","","no",-77.9754101383699,34.0854697379711,2024,191,"7_10",28,1,0.671198964118958,0.189873412251472,0,0.860759496688843,0,0,33.9331283569336,18.2923641204834,494.720428466797,0,74.7024993896484,354.186126708984,2024-06-26,20,"Small",14,14
"7563","165.218_245093",2024-07-12,"Alive & Inactive","","no",-77.9751098288755,34.0853793449962,2024,193,"7_12",28,1,0.666228652000427,0.240506336092949,0,0.797468364238739,0,0,39.6755256652832,12.5078277587891,497.789154052734,0,69.7167816162109,350.799560546875,2024-06-26,20,"Small",16,16
"7564","165.218_245093",2024-07-03,"Alive & Inactive","","no",-77.9750154788212,34.0852827470601,2024,184,"7_3",27,1,0.675826609134674,0.265822798013687,0,0.77215188741684,0,0,45.2434234619141,7.72722911834717,494.166564941406,0,60.6856269836426,340.888305664062,2024-06-26,20,"Small",7,7
"7565","165.218_245093",2024-07-14,"Alive & Inactive","","no",-77.9754098032983,34.0853391793202,2024,195,"7_14",28,1,0.671198964118958,0.189873412251472,0,0.860759496688843,0,0,33.9331283569336,18.2923641204834,494.720428466797,0,74.7024993896484,354.186126708984,2024-06-26,20,"Small",18,18
"7566","165.218_245093",2024-07-16,"Alive & Inactive","","no",-77.9751889596722,34.0853944233945,2024,197,"7_16",29,1,0.666228652000427,0.240506336092949,0,0.797468364238739,0,0,39.6755256652832,12.5078277587891,497.789154052734,0,69.7167816162109,350.799560546875,2024-06-26,20,"Small",20,20
"7567","165.218_245093",2024-07-01,"Alive & Inactive","","no",-77.9747720479556,34.0853814921448,2024,182,"7_1",27,1,0.6451376080513,0.329113930463791,0,0.708860754966736,0,0,45.0273895263672,1.00523352622986,504.069793701172,0,60.1768913269043,344.218414306641,2024-06-26,20,"Small",5,5
"7568","165.218_245093",2024-07-04,"Alive & Inactive","","no",-77.9751073180843,34.0859127460747,2024,185,"7_4",27,1,0.502792239189148,0.139240503311157,0,0.886075973510742,0,0,19.1227207183838,24.8056678771973,518.352661132812,0,84.9193572998047,370.732208251953,2024-06-26,20,"Small",8,8
"7569","165.218_245093",2024-06-28,"Alive & Inactive","","yes",-77.9724596397855,34.0856118281999,2024,179,"6_28",26,1,0.558212757110596,0.835443019866943,0,0.215189874172211,0,0,9.78001308441162,0,558.239379882812,16.9702186584473,55.6894645690918,313.725402832031,2024-06-26,20,"Small",2,2
"7570","165.218_245093",2024-07-15,"Alive & Inactive","","no",-77.9751937378112,34.0853861941471,2024,196,"7_15",29,1,0.666228652000427,0.240506336092949,0,0.797468364238739,0,0,39.6755256652832,12.5078277587891,497.789154052734,0,69.7167816162109,350.799560546875,2024-06-26,20,"Small",19,19
"7571","165.218_245093",2024-07-08,"Alive & Inactive","","no",-77.9749849522712,34.0855666474241,2024,189,"7_8",28,1,0.631864368915558,0.202531650662422,0,0.835443019866943,0,0,36.0009422302246,9.38774394989014,507.683349609375,0,69.7242965698242,354.124755859375,2024-06-26,20,"Small",12,12
"7572","165.218_245093",2024-07-03,"Alive & Inactive","","no",-77.9750975578887,34.0852561308639,2024,184,"7_3",27,1,0.675826609134674,0.265822798013687,0,0.77215188741684,0,0,39.4641571044922,13.2135305404663,491.007019042969,0,65.7875747680664,344.275085449219,2024-06-26,20,"Small",7,7
"7573","165.218_245093",2024-07-08,"Alive & Inactive","","no",-77.9752342230845,34.0855218393614,2024,189,"7_8",28,1,0.630165040493011,0.151898726820946,0,0.886075973510742,0,0,35.0028076171875,14.6313056945801,504.608459472656,0,74.2599945068359,357.386138916016,2024-06-26,20,"Small",12,12
"7574","165.218_245093",2024-07-07,"Alive & Inactive","","no",-77.974325105559,34.0852838913145,2024,188,"7_7",27,1,0.594054996967316,0.721518993377686,0,0.316455692052841,0,0,38.7356605529785,0,507.122314453125,0.32993096113205,41.7148818969727,328.012969970703,2024-06-26,20,"Small",11,11
"7575","165.218_245093",2024-06-29,"Alive & Inactive","","no",-77.9737985697333,34.0858192191687,2024,180,"6_29",26,1,0.618540644645691,0.848101258277893,0,0.189873412251472,0,0,32.7501945495605,0,536.851745605469,14.9342365264893,54.3015403747559,340.337951660156,2024-06-26,20,"Small",3,3
"7576","165.218_245093",2024-07-06,"Alive & Inactive","","no",-77.9753829814006,34.0853215445684,2024,187,"7_6",27,1,0.671198964118958,0.189873412251472,0,0.860759496688843,0,0,33.9331283569336,18.2923641204834,494.720428466797,0,74.7024993896484,354.186126708984,2024-06-26,20,"Small",10,10
"7577","165.218_245093",2024-07-03,"Alive & Inactive","","no",-77.9751204900813,34.0854301965434,2024,184,"7_3",27,1,0.666228652000427,0.240506336092949,0,0.797468364238739,0,0,39.6755256652832,12.5078277587891,497.789154052734,0,69.7167816162109,350.799560546875,2024-06-26,20,"Small",7,7
"7578","165.218_245093",2024-07-06,"Alive & Inactive","","no",-77.9751214908045,34.0853611396141,2024,187,"7_6",27,1,0.666228652000427,0.240506336092949,0,0.797468364238739,0,0,39.6755256652832,12.5078277587891,497.789154052734,0,69.7167816162109,350.799560546875,2024-06-26,20,"Small",10,10
"7579","165.218_245093",2024-06-28,"Alive & Inactive","","yes",-77.9726138131462,34.0853979811432,2024,179,"6_28",26,1,0.593068242073059,0.924050629138947,0,0.126582279801369,0,0,6.98370552062988,0,548.345642089844,7.22043991088867,45.7797431945801,308.608306884766,2024-06-26,20,"Small",2,2
"7580","165.218_245093",2024-07-11,"Alive & Inactive","","no",-77.9750271389536,34.0853342035276,2024,192,"7_11",28,1,0.666228652000427,0.240506336092949,0,0.797468364238739,0,0,43.9033279418945,6.7265453338623,500.905914306641,0,64.8641738891602,347.476379394531,2024-06-26,20,"Small",15,15
"7581","165.218_245093",2024-06-30,"Alive & Inactive","","no",-77.9736083550652,34.0857813221092,2024,181,"6_30",26,1,0.634925663471222,0.898734152317047,0,0.151898726820946,0,0,29.1267223358154,0,540.169067382812,20.2562236785889,53.2100830078125,337.705718994141,2024-06-26,20,"Small",4,4
"7582","165.218_245093",2024-07-07,"Alive & Inactive","","no",-77.9753205017759,34.0854142581019,2024,188,"7_7",27,1,0.671198964118958,0.189873412251472,0,0.860759496688843,0,0,33.9331283569336,18.2923641204834,494.720428466797,0,74.7024993896484,354.186126708984,2024-06-26,20,"Small",11,11
"7583","165.218_245093",2024-06-27,"Alive & Inactive","","yes",-77.9726356493941,34.0853344728513,2024,178,"6_27",26,1,0.593068242073059,0.924050629138947,0,0.126582279801369,0,0,6.98370552062988,0,548.345642089844,7.22043991088867,45.7797431945801,308.608306884766,2024-06-26,20,"Small",1,1
"7584","165.218_245093",2024-07-02,"Alive & Inactive","","no",-77.9751637439622,34.0860244922565,2024,183,"7_2",27,1,0.429119199514389,0.139240503311157,0,0.886075973510742,0,0,19.1227207183838,24.8056678771973,518.352661132812,0,84.9193572998047,370.732208251953,2024-06-26,20,"Small",6,6
"7585","165.218_245093",2024-07-09,"Alive & Inactive","","no",-77.9751935338937,34.0854608681582,2024,190,"7_9",28,1,0.666228652000427,0.240506336092949,0,0.797468364238739,0,0,39.6755256652832,12.5078277587891,497.789154052734,0,69.7167816162109,350.799560546875,2024-06-26,20,"Small",13,13
"7586","165.218_245093",2024-06-27,"Alive & Inactive","","yes",-77.972979200193,34.0850547202005,2024,178,"6_27",26,1,0.603453159332275,0.911392390727997,0,0.151898726820946,0,0,5.94548463821411,0,528.560119628906,0,25.9641075134277,298.624664306641,2024-06-26,20,"Small",1,1
"7587","165.218_245093",2024-07-11,"Alive & Inactive","","no",-77.9751938545922,34.0855634490278,2024,192,"7_11",28,1,0.631864368915558,0.202531650662422,0,0.835443019866943,0,0,35.0028076171875,14.6313056945801,504.608459472656,0,74.2599945068359,357.386138916016,2024-06-26,20,"Small",15,15
"7588","165.218_245093",2024-07-08,"Alive & Inactive","","no",-77.9755008709086,34.085242195952,2024,189,"7_8",28,1,0.682004272937775,0.177215188741684,0,0.860759496688843,0,0,27.9145317077637,18.6280670166016,484.833404541016,0,75.9914779663086,351.236724853516,2024-06-26,20,"Small",12,12
"7589","165.218_245093",2024-06-29,"Alive & Inactive","","no",-77.9741626605113,34.0847048586428,2024,180,"6_29",26,1,0.564933121204376,0.670886099338531,0,0.316455692052841,0.0253164563328028,0,24.0491733551025,0,490.907775878906,15.1349010467529,23.7864608764648,304.596221923828,2024-06-26,20,"Small",3,3
"7590","165.218_245093",2024-07-05,"Alive & Inactive","","no",-77.9750893140493,34.0857108325516,2024,186,"7_5",27,1,0.58227527141571,0.151898726820946,0,0.873417735099792,0,0,35.0028076171875,14.6313056945801,504.608459472656,0,74.2599945068359,357.386138916016,2024-06-26,20,"Small",9,9
"7591","165.218_245093",2024-07-02,"Alive & Inactive","","no",-77.9736343064955,34.0869854222387,2024,183,"7_2",27,1,0.359502643346786,0.506329119205475,0,0.518987357616425,0,0,0.33651340007782,0,580.1123046875,0,80.3798370361328,381.482116699219,2024-06-26,20,"Small",6,6
"7592","165.218_245093",2024-07-01,"Alive & Inactive","","no",-77.974805903662,34.0855900137923,2024,182,"7_1",27,1,0.644102394580841,0.291139245033264,0,0.746835470199585,0,0,37.2087516784668,5.12197542190552,510.805267333984,0,65.3863525390625,350.928497314453,2024-06-26,20,"Small",5,5
