Capture Date,Course ID,Trap,Band ID,Recapture,Sex,Age,Immature,Weight,Condition,Leg Band,Wing Band,Tag Status at Capture,Manufacturer_at_Capture,SerialNum_at_Capture,Frequency_at_Capture,Tag Status at Release,Manufacturer_at_Release,SerialNum_at_Release,Frequency_at_Release,Comments,ObjectId,WingChord,Tarsus,RadioSize,bird.id
7/2/2022 0:00,CC,NA,225070,No,Unknown,Chick,,20,Good,,Right,None,,,,VHF-Suture,AWE,,164.768,,660,51.92,22.83,Small,164.768_225070
7/2/2022 0:00,CC,NA,225071,No,Unknown,Chick,,19,Good,,Right,None,,,,,,,,,661,49.84,23.31,,_225071
7/2/2022 0:00,CC,NA,225072,No,Unknown,Chick,,17,Good,,Right,None,,,,,,,,,662,49.1,23.52,,_225072
7/6/2022 0:00,AC,NA,225101,No,Unknown,Chick,,12,Good,,Right,None,,,0,,,,,,663,,,,_225101
7/6/2022 0:00,AC,NA,225102,No,Unknown,Chick,,13,Good,,Right,None,,,,,,,,12,664,34.69,18.44,,_225102
7/6/2022 0:00,AC,NA,225103,No,Unknown,Chick,,16,Good,,Right,None,,,,VHF-Suture,AWE,,165.218,13,665,34.34,19.11,Small,165.218_225103
7/6/2022 0:00,AC,NA,225104,No,Unknown,Chick,,15,Good,,Right,None,,,,VHF-Suture,AWE,,164.662,15.5,666,37.69,19.66,Large,164.662_225104
7/6/2022 0:00,AC,NA,225105,No,Unknown,Chick,,13,Good,,Right,None,,,,VHF-Suture,AWE,,164.47,15,667,36.54,20.88,Large,164.470_225105
7/6/2022 0:00,AC,NA,225106,No,Unknown,Chick,,13,Good,,Right,None,,,,VHF-Suture,AWE,,165.308,12.5,668,33.07,30.9,Small,165.308_225106
7/13/2022 0:00,DB,NA,225107,No,Unknown,Chick,,21,Good,,Right,None,,,0,VHF-Suture,AWE,,165.262,20.5,669,47.57,21.57,Small,165.262_225107
7/13/2022 0:00,DB,NA,225108,No,Unknown,Chick,,20,Good,,Right,None,,,,VHF-Suture,AWE,,165.208,19.5,670,46.87,17.92,Small,165.208_225108
7/13/2022 0:00,DB,NA,225109,No,Unknown,Chick,,21,Good,,Right,None,,,,VHF-Suture,AWE,,163.876,20.75,671,49.49,17.57,Large,163.876_225109
7/13/2022 0:00,DB,NA,225111,No,Unknown,Chick,,20,Good,,Right,None,,,,VHF-Suture,AWE,,165.37,19.5,672,49.42,18.02,Small,165.370_225111
7/13/2022 0:00,DB,NA,225112,No,Unknown,Chick,,20,Good,,Right,None,,,,VHF-Suture,AWE,,163.922,20,673,46.8,18.48,Large,163.922_225112
7/13/2022 0:00,DB,NA,225113,No,Unknown,Chick,,20,Good,,Right,None,,,,VHF-Suture,AWE,,163.885,19.75,674,46.86,18.16,Large,163.885_225113
7/13/2022 0:00,DB,NA,225114,No,Unknown,Chick,,20,Good,,Right,None,,,,,,,,19.75,675,48.62,18.55,,_225114
7/13/2022 0:00,DB,NA,225115,No,Unknown,Chick,,19,Good,,Right,None,,,,,,,,18.75,676,45.32,17,,_225115
7/13/2022 0:00,DB,NA,225116,No,Unknown,Chick,,18,Good,,Right,None,,,,,,,,17.9,677,45.09,17.49,,_225116
7/13/2022 0:00,DB,NA,225117,No,Unknown,Chick,,19,Good,,Right,None,,,,,,,,19.25,678,50.13,21.79,,_225117
7/19/2022 0:00,FC,NA,225133,No,Unknown,Chick,,,Good,,Right,None,,,0,VHF-Suture,AWE,,164.326,17.5,679,46.6,16.81,Large,164.326_225133
7/19/2022 0:00,FC,NA,225134,No,Unknown,Chick,,,Good,,Right,None,,,,VHF-Suture,AWE,,164.531,20,680,49.18,17.4,Large,164.531_225134
7/19/2022 0:00,FC,NA,225135,No,Unknown,Chick,,,Good,,Right,None,,,,VHF-Suture,AWE,,164.858,19,681,49.94,16.9,Small,164.858_225135
7/19/2022 0:00,FC,NA,225136,No,Unknown,Chick,,,Good,,Right,None,,,,,,,,21.5,682,54.56,17.1,,_225136
7/19/2022 0:00,FC,NA,225137,No,Unknown,Chick,,,Good,,Right,None,,,,VHF-Suture,AWE,,164.697,21.75,683,52.6,16.6,Small,164.697_225137
7/21/2022 0:00,AC,NA,225176,No,Unknown,Chick,,21,Good,,Right,None,,,0,VHF-Suture,AWE,,164.128,21.1,684,53.7,18.6,Large,164.128_225176
7/21/2022 0:00,AC,NA,225177,No,Unknown,Chick,,20,Good,,Right,None,,,,VHF-Suture,AWE,,164.833,20.25,685,52.4,19.79,Small,164.833_225177
7/21/2022 0:00,AC,NA,225178,No,Unknown,Chick,,22,Good,,Right,None,,,,VHF-Suture,AWE,,164.136,22.1,686,50.92,23.63,Large,164.136_225178
7/21/2022 0:00,AC,NA,225180,No,Unknown,Chick,,14,Good,,Right,None,,,,,,,,14.3,687,41.27,19.68,,_225180
7/21/2022 0:00,AC,NA,225181,No,Unknown,Chick,,15,Good,,Right,None,,,,VHF-Suture,AWE,,164.514,15,688,41.44,21.27,Large,164.514_225181
7/21/2022 0:00,AC,NA,225182,No,Unknown,Chick,,19,Good,,Right,None,,,,VHF-Suture,AWE,,164.982,19.3,689,47.59,21.84,Small,164.982_225182
7/21/2022 0:00,AC,NA,225183,No,Unknown,Chick,,21,Good,,Right,None,,,,VHF-Suture,AWE,,164.921,20.8,690,48.52,22.06,Small,164.921_225183
7/21/2022 0:00,AC,NA,225184,No,Unknown,Chick,,20,Good,,Right,None,,,,,,,,20.1,691,52.57,21.89,,_225184
7/21/2022 0:00,BJ,NA,225138,No,Unknown,Chick,,15,Good,,Right,None,,,,VHF-Suture,AWE,,165.137,15,692,40.94,20.1,Small,165.137_225138
7/21/2022 0:00,BJ,NA,225139,No,Unknown,Chick,,19,Good,,Right,None,,,,VHF-Suture,AWE,,164.162,18.75,693,49.61,23.08,Large,164.162_225139
7/21/2022 0:00,BJ,NA,225140,No,Unknown,Chick,,15,Good,,Right,None,,,,VHF-Suture,AWE,,164.154,15.25,694,42.7,21.71,Large,164.154_225140
7/21/2022 0:00,BJ,NA,225141,No,Unknown,Chick,,16,Good,,Right,None,,,,VHF-Suture,AWE,,164.358,15.75,695,40.65,21.94,Large,164.358_225141
7/21/2022 0:00,BJ,NA,225142,No,Unknown,Chick,,18,Good,,Right,None,,,,VHF-Suture,AWE,,165.353,17.75,696,49.84,22.84,Small,165.353_225142
7/21/2022 0:00,BJ,NA,225143,No,Unknown,Chick,,15,Good,,Right,None,,,,VHF-Suture,AWE,,165.272,14.5,697,39.7,18.18,Small,165.272_225143
7/21/2022 0:00,BJ,NA,225144,No,Unknown,Chick,,8,Good,,Right,None,,,,,,,,8.3,698,25.09,17.27,,_225144
7/21/2022 0:00,BJ,NA,225145,No,Unknown,Chick,,13,Good,,Right,None,,,,,,,,12.8,699,30.18,16.6,,_225145
7/21/2022 0:00,BJ,NA,225146,No,Unknown,Chick,,12,Good,,Right,None,,,,,,,,12.4,700,32.98,16.39,,_225146
7/21/2022 0:00,BJ,NA,225147,No,Unknown,Chick,,12,Good,,Right,None,,,,,,,,12.2,701,34.33,19.21,,_225147
7/21/2022 0:00,BB,NA,225174,No,Unknown,Chick,,14,Good,,Right,None,,,0,VHF-Suture,AWE,,163.948,14,702,40.68,16.67,Large,163.948_225174
7/21/2022 0:00,BB,NA,225164,No,Unknown,Chick,,14,Good,,Right,None,,,,VHF-Suture,AWE,,163.777,14.25,703,43.01,15.9,Large,163.777_225164
7/21/2022 0:00,BB,NA,225190,No,Unknown,Chick,,13,Good,,Right,None,,,,VHF-Suture,AWE,,165.344,12.5,704,39.27,17.62,Small,165.344_225190
7/21/2022 0:00,BB,NA,225200,No,Unknown,Chick,,13,Good,,Right,None,,,,VHF-Suture,AWE,,165.001,12.5,705,37.59,16.38,Small,165.001_225200
9/5/2022 0:00,AC,NA,225110,No,Unknown,Chick,,21,Good,,Right,None,,,0,VHF-Suture,AWE,,165.021,21,706,52.57,18.08,Small,165.021_225110
9/5/2022 0:00,AC,NA,225750,No,Unknown,Chick,,23,Good,,Right,None,,,,VHF-Suture,AWE,,163.76,22.5,707,56.75,22.9,Large,163.760_225750
9/5/2022 0:00,AC,NA,225149,No,Unknown,Chick,,23,Good,,Right,None,,,,VHF-Suture,AWE,,165.024,23.1,708,53.68,20.18,Large,165.024_225149
9/5/2022 0:00,AC,NA,225148,No,Unknown,Chick,,18,Good,,Right,None,,,,VHF-Suture,AWE,,163.732,17.9,709,41.44,20.09,Large,163.732_225148
9/5/2022 0:00,AC,NA,225125,No,Unknown,Chick,,25,Good,,Right,None,,,,VHF-Suture,AWE,,163.615,24.6,710,52.98,20.11,Large,163.615_225125
9/5/2022 0:00,AC,NA,225118,No,Unknown,Chick,,22,Good,,Right,None,,,,,,,,22.2,711,49.88,19.85,,_225118
11/18/2022 0:00,BP,13,220668,NA,Female,Juvenile,7,173,,Right,None,None,None,None,0,VHF-Pendant,AWE,022-230,164.953,,712,111,37.11,6.4g,164.953_220668
11/18/2022 0:00,BP,13,220669,NA,Male,Juvenile,7,175,,Right,None,,,,,VHF-Pendant,AWE,022-47,162.668,,713,110,34.7,6.4g,162.668_220669
11/18/2022 0:00,BP,13,220670,NA,Male,Juvenile,7,170,,Right,None,,,,,,,,,,714,110,34.71,6.4g,_220670
11/18/2022 0:00,BP,13,220671,NA,Male,Juvenile,7,160,,Right,None,,,,,,,,,,715,110,36.99,6.4g,_220671
11/18/2022 0:00,BP,13,220672,NA,Female,Juvenile,7,172,,Right,None,,,,,VHF-Pendant,AWE,022-164,164.225,,716,112,39.46,6.4g,164.225_220672
11/18/2022 0:00,BP,13,220673,NA,Male,Juvenile,7,156,,Right,None,,,,,,,,,,717,110,37.85,6.4g,_220673
11/18/2022 0:00,BP,13,220674,NA,Male,Juvenile,7,175,,Right,None,,,,,,,,,,718,113,36.58,6.4g,_220674
11/18/2022 0:00,AC,16,220675,NA,Female,Juvenile,7.75,180,,Right,None,,,,,,,,,,719,108,36.41,6.4g,_220675
11/18/2022 0:00,AC,16,220676,NA,Male,Adult,,183,,Right,None,,,,,,,,,,720,110,37.44,6.4g,_220676
11/18/2022 0:00,AC,16,225062,NA,Female,Juvenile,7.5,155,,Right,Right,,,,,,,,,,721,105,34.87,6.4g,_225062
11/18/2022 0:00,AC,16,220677,NA,Female,Adult,,175,,Right,None,,,,,,,,,,722,111,37.24,6.4g,_220677
11/18/2022 0:00,AC,16,220678,NA,Male,Juvenile,7,158,,Right,None,,,,,,,,,,723,110,37.11,6.4g,_220678
11/18/2022 0:00,AC,16,220679,NA,Male,Juvenile,7.5,169,,Right,None,,,,,,,,,,724,110,36.63,6.4g,_220679
11/18/2022 0:00,AC,16,220680,NA,Male,Juvenile,7.5,176,,Right,None,,,,,,,,,,725,108,36.12,6.4g,_220680
11/18/2022 0:00,AC,16,220681,NA,Female,Juvenile,7,158,,Right,None,,,,,,,,,,726,109,36.1,6.4g,_220681
11/18/2022 0:00,AC,16,220682,NA,Male,Juvenile,7.5,170,,Right,None,,,,,,,,,,727,115,39.32,6.4g,_220682
11/19/2022 0:00,FC,14,220683,NA,Unknown,Juvenile,7,167,,Right,None,,,,,VHF-Pendant,AWE,022-127,163.667,Censored,728,108,32.98,6.4g,163.667_220683
11/19/2022 0:00,FC,25,225084,NA,Male,Juvenile,9,168,,Right,Right,,,,,VHF-Pendant,AWE,022-99,163.352,unbanded,729,110,32.75,6.4g,163.352_225084
11/19/2022 0:00,FC,25,214771,NA,Male,Adult,,181,,Right,None,VHF-Pendant,AWE,,163.685,VHF-Pendant,AWE,022-23,162.353,163.685 recap,730,110,31.94,6.4g,162.353_214771
11/19/2022 0:00,FC,25,220160,NA,Male,Juvenile,8,185,,Right,None,,,,,VHF-Pendant,AWE,022-118,163.577,,731,111,36.13,6.4g,163.577_220160
11/19/2022 0:00,FC,25,220685,NA,Male,Juvenile,9,181,,Right,None,,,,,VHF-Pendant,AWE,022-116,163.559,,732,115,32.94,6.4g,163.559_220685
11/19/2022 0:00,BJ,32,220684,NA,Male,Adult,,174,,Right,None,,,,,,,,,,733,110,36.56,6.4g,_220684
11/19/2022 0:00,BJ,32,220686,NA,Male,Adult,,169,,Right,None,,,,,VHF-Pendant,AWE,022-48,162.704,,734,109,34.18,6.4g,162.704_220686
11/17/2022 0:00,BJ,29,204733,NA,Male,Adult,,159,,Right,None,,,,,VHF-Pendant,AWE,022-140,163.855,,735,111,33,6.4g,163.855_204733
11/17/2022 0:00,BJ,29,220645,NA,Male,Juvenile,8,170,,Right,None,,,,,VHF-Pendant,AWE,022-59,162.893,,736,109,29.23,6.4g,162.893_220645
11/17/2022 0:00,BJ,29,220646,NA,Female,Adult,,178,,Right,None,,,,,VHF-Pendant,AWE,022-166,164.243,,737,111,31.25,6.4g,164.243_220646
11/17/2022 0:00,DB,29,220647,NA,Male,Juvenile,7.5,157,,Right,None,,,,,VHF-Pendant,AWE,022-213,164.774,,738,110,28.8,6.4g,164.774_220647
11/17/2022 0:00,DB,29,220648,NA,Male,Juvenile,7.5,147,,Right,None,,,,,,,,,,739,105,36.48,6.4g,_220648
11/17/2022 0:00,BP,6,220649,NA,Female,Juvenile,7,170,,Right,None,,,,,VHF-Pendant,AWE,022-162,164.567,,740,110,36.2,6.4g,164.567_220649
11/17/2022 0:00,BP,6,220650,NA,Male,Juvenile,7.5,174,,Right,None,,,,,VHF-Pendant,AWE,022-165,164.223,,741,107,37.79,6.4g,164.223_220650
11/17/2022 0:00,FC,13,220651,NA,Female,Juvenile,7.5,182,,Right,None,,,,,VHF-Pendant,AWE,022-169,164.279,,742,112,36.03,6.4g,164.279_220651
11/17/2022 0:00,FC,13,220652,NA,Female,Juvenile,7,179,,Right,None,,,,,,,,,,743,104,37.43,6.4g,_220652
11/17/2022 0:00,FC,13,220653,NA,Male,Juvenile,7.5,174,,Right,None,,,,,,,,,,744,110,36.55,6.4g,_220653
11/17/2022 0:00,FC,13,220654,NA,Male,Juvenile,7.5,175,,Right,None,,,,,,,,,,745,105,36.87,6.4g,_220654
11/17/2022 0:00,FC,13,220655,NA,Male,Juvenile,8,156,,Right,None,,,,,VHF-Pendant,AWE,022-148,163.972,,746,109,31.98,6.4g,163.972_220655
11/18/2022 0:00,BJ,32,220656,NA,Female,Juvenile,7,174,,Right,None,,,,,VHF-Pendant,AWE,022-206,164.711,,747,109,32.73,6.4g,164.711_220656
11/18/2022 0:00,BJ,32,220657,NA,Unknown,Juvenile,7,172,,Right,None,,,,,VHF-Pendant,AWE,022-73,163.038,,748,109,31.84,6.4g,163.038_220657
11/18/2022 0:00,AC,3,220658,NA,Female,Juvenile,8.5,169,,Right,None,,,,,VHF-Pendant,AWE,022-183,164.458,,749,110,33.78,6.4g,164.458_220658
11/18/2022 0:00,AC,3,220659,NA,Unknown,Juvenile,9,162,,Right,None,,,,,,,,,,750,108,32.72,6.4g,_220659
11/18/2022 0:00,AC,3,214783,NA,Male,Adult,,176,,Right,None,,,,,,,,,,751,113,34.77,6.4g,_214783
11/18/2022 0:00,DB,1,220660,NA,Male,Juvenile,7.5,165,,Right,None,,,,,VHF-Pendant,AWE,022-100,163.369,,752,112,35.53,6.4g,163.369_220660
11/18/2022 0:00,DB,1,220661,NA,Male,Juvenile,6,175,,Right,None,,,,,VHF-Pendant,AWE,022-85,162.875,,753,105,38.31,6.4g,162.875_220661
11/18/2022 0:00,DB,1,220662,NA,Male,Adult,,174,,Right,None,,,,,,,,,,754,113,36.37,6.4g,_220662
11/18/2022 0:00,DB,1,220664,NA,Male,Juvenile,7,173,,Right,None,,,,,,,,,,755,106,36.37,6.4g,_220664
11/18/2022 0:00,DB,1,220663,NA,Female,Juvenile,8,170,,Right,None,,,,,VHF-Pendant,AWE,022-74,163.046,,756,110,32.33,6.4g,163.046_220663
11/18/2022 0:00,DB,1,220665,NA,Female,Juvenile,8,175,,Right,None,,,,,VHF-Pendant,AWE,022-132,163.729,,757,109,37.51,6.4g,163.729_220665
11/18/2022 0:00,DB,1,220666,NA,Female,Juvenile,7,173,,Right,None,,,,,VHF-Pendant,AWE,022-205,164.692,,758,107,35.53,6.4g,164.692_220666
11/18/2022 0:00,BP,13,220667,NA,Male,Juvenile,7,180,,Right,None,,,,,VHF-Pendant,AWE,022-133,163.756,,759,112,37.54,6.4g,163.756_220667
11/15/2022 0:00,DB,5,220190,NA,Male,Juvenile,7,166,,Right,None,,,,,VHF-Pendant,AWE,022-144,163.901,,760,111,36.14,6.4g,163.901_220190
11/15/2022 0:00,DB,5,220191,NA,Male,Adult,,175,,Right,None,,,,,VHF-Pendant,AWE,022-137,163.81,,761,110,36.11,6.4g,163.810_220191
11/15/2022 0:00,DB,5,220192,NA,Female,Juvenile,7.75,175,,Right,None,,,,,VHF-Pendant,AWE,022-168,164.26,,762,105,35.7,6.4g,164.260_220192
11/15/2022 0:00,DB,5,220193,NA,Female,Juvenile,7.5,173,,Right,None,,,,,VHF-Pendant,AWE,022-142,163.882,,763,110,39.17,6.4g,163.882_220193
11/15/2022 0:00,DB,5,220194,NA,Female,Juvenile,7,185,,Right,None,,,,,VHF-Pendant,AWE,022-136,163.792,,764,109,39.16,6.4g,163.792_220194
11/15/2022 0:00,DB,5,220195,NA,Male,Juvenile,7.75,173,,Right,None,,,,,,,,,,765,106,37.88,6.4g,_220195
11/15/2022 0:00,DB,5,220907,NA,Male,Adult,,156,,Right,None,,,,,,,,,22 spring recap,766,105,36.81,6.4g,_220907
11/15/2022 0:00,BJ,32,220196,NA,Female,Juvenile,7,154,,Right,None,,,,,VHF-Pendant,AWE,022-177,164.369,,767,108,30.3,6.4g,164.369_220196
11/15/2022 0:00,BJ,32,220197,NA,Female,Juvenile,7.5,166,,Right,None,,,,,VHF-Pendant,AWE,022-146,163.938,,768,111,30.78,6.4g,163.938_220197
11/15/2022 0:00,FC,2,220198,NA,Female,Juvenile,6,150,,Right,None,,,,,,,,,,769,103,31.77,6.4g,_220198
11/15/2022 0:00,FC,2,220199,NA,Female,Juvenile,9,151,,Right,None,,,,,VHF-Pendant,AWE,022-127,163.667,,770,108,31.17,6.4g,163.667_220199
11/15/2022 0:00,AC,25,220200,NA,Male,Juvenile,7.5,173,,Right,None,,,,,VHF-Pendant,AWE,022-135,163.785,,771,117,34.18,6.4g,163.785_220200
11/15/2022 0:00,AC,25,220612,NA,Female,Juvenile,8,166,,Right,None,,,,,VHF-Pendant,AWE,022-152,164.017,,772,111,33.83,6.4g,164.017_220612
11/15/2022 0:00,AC,25,220613,NA,Female,Juvenile,8,166,,Right,None,,,,,VHF-Pendant,AWE,022-167,164.252,,773,112,35.43,6.4g,164.252_220613
11/15/2022 0:00,AC,25,220614,NA,Male,Juvenile,7,177,,Right,None,,,,,VHF-Pendant,AWE,022-170,164.287,,774,116,35.23,6.4g,164.287_220614
11/15/2022 0:00,AC,25,220615,NA,Male,Juvenile,5.5,157,,Right,None,,,,,,,,,,775,108,33.08,6.4g,_220615
11/15/2022 0:00,AC,25,220699,NA,Male,Juvenile,8,176,,Right,None,,,,,,,,,,776,111,35.13,6.4g,_220699
11/15/2022 0:00,AC,25,220616,NA,Male,Juvenile,8,165,,Right,None,,,,,,,,,,777,105,37.22,6.4g,_220616
11/15/2022 0:00,AC,25,220617,NA,Male,Juvenile,8,173,,Right,None,,,,,,,,,missing toe,778,111,33.42,6.4g,_220617
11/15/2022 0:00,AC,25,220618,NA,Male,Juvenile,7,156,,Right,None,,,,,,,,,,779,111,37.03,6.4g,_220618
11/15/2022 0:00,AC,25,220034,NA,Female,Adult,,190,,Right,None,VHF-Pendant,AWE,,163.232,VHF-Pendant,AWE,022-172,164.304,recap 163.232,780,118,34.67,6.4g,164.304_220034
11/15/2022 0:00,AC,25,220060,NA,Male,Adult,,164,,Right,None,,,,,,,,,spring recap,781,112,36.29,6.4g,_220060
11/15/2022 0:00,AC,25,220619,NA,Male,Juvenile,5,163,,Right,None,,,,,,,,,,782,111,36.73,6.4g,_220619
11/15/2022 0:00,AC,25,220620,NA,Female,Juvenile,5,160,,Right,None,,,,,,,,,,783,112,34.56,6.4g,_220620
11/15/2022 0:00,FC,18,220621,NA,Female,Adult,,167,,Right,None,,,,,,,,,,784,108,34.56,6.4g,_220621
11/15/2022 0:00,FC,18,220622,NA,Female,J,7.5,155,,Right,None,,,,,VHF-Pendant,AWE,022-128,163.675,,785,110,34.41,6.4g,163.675_220622
11/15/2022 0:00,FC,18,220623,NA,Female,J,7,175,,Right,None,,,,,VHF-Pendant,AWE,022-124,163.639,,786,109,34.39,6.4g,163.639_220623
11/15/2022 0:00,FC,18,225076,NA,Male,J,7,186,,Right,Right,,,,,VHF-Pendant,AWE,022-156,164.089,,787,117,35.67,6.4g,164.089_225076
11/15/2022 0:00,FC,18,220624,NA,Female,J,7,164,,Right,None,,,,,,,,,,788,118,38.03,6.4g,_220624
11/16/2022 0:00,AC,15,220625,NA,Female,J,8,164,,Right,None,,,,,VHF-Pendant,AWE,022-27,162.407,,789,112,35.08,6.4g,162.407_220625
11/16/2022 0:00,AC,15,220626,NA,Female,J,7.5,163,,Right,None,,,,,VHF-Pendant,AWE,022-112,163.514,,790,110,32.82,6.4g,163.514_220626
11/16/2022 0:00,AC,15,220627,NA,Male,J,8,182,,Right,None,,,,,VHF-Pendant,AWE,022-111,163.505,,791,111,35.39,6.4g,163.505_220627
11/16/2022 0:00,AC,15,220629,NA,Female,J,8,181,,Right,None,,,,,VHF-Pendant,AWE,022-120,163.595,,792,116,34.57,6.4g,163.595_220629
11/16/2022 0:00,FC,33,220630,NA,Male,J,7,164,,Right,None,,,,,,,,,FC-12 Covey,793,109,36.33,6.4g,_220630
11/16/2022 0:00,DB,1,220628,NA,Female,J,7,177,,Right,None,,,,,VHF-Pendant,AWE,022-89,163.225,,794,112,33.58,6.4g,163.225_220628
11/16/2022 0:00,FC,5,204768,NA,Male,Adult,,186,,Right,None,VHF-Pendant,AWE,,162.527,VHF-Pendant,AWE,022-76,163.065,Recap 162.527,795,110,36.8,6.4g,163.065_204768
11/16/2022 0:00,FC,5,220631,NA,Male,J,7.25,170,,Right,None,,,,,VHF-Pendant,AWE,022-105,163.433,,796,112,38.04,6.4g,163.433_220631
11/16/2022 0:00,FC,5,220632,NA,Male,J,7.75,176,,Right,None,,,,,VHF-Pendant,AWE,022-103,163.415,,797,111,36.62,6.4g,163.415_220632
11/16/2022 0:00,FC,5,220634,NA,Male,J,8,160,,Right,None,,,,,,,,,,798,111,33.89,6.4g,_220634
11/16/2022 0:00,FC,5,220633,NA,Male,J,8,185,,Right,None,,,,,VHF-Pendant,AWE,022-65,162.956,,799,113,34.76,6.4g,162.956_220633
11/16/2022 0:00,FC,5,220635,NA,Female,J,7,179,,Right,None,,,,,VHF-Pendant,AWE,022-21,162.336,,800,110,35.68,6.4g,162.336_220635
11/16/2022 0:00,FC,5,220636,NA,Unknown,J,8,155,,Right,None,,,,,,,,,no secondaries on either wing,801,110,33.85,6.4g,_220636
11/17/2022 0:00,AC,7,220637,NA,Male,J,8,180,,Right,None,,,,,VHF-Pendant,AWE,022-88,163.217,,802,111,35.28,6.4g,163.217_220637
11/17/2022 0:00,AC,7,220638,NA,Female,J,8,176,,Right,None,,,,,VHF-Pendant,AWE,022-189,164.532,,803,110,34.3,6.4g,164.532_220638
11/17/2022 0:00,AC,7,220639,NA,Female,J,7,175,,Right,None,,,,,VHF-Pendant,AWE,022-184,164.476,,804,115,33.43,6.4g,164.476_220639
11/17/2022 0:00,AC,7,220640,NA,Female,J,8,168,,Right,None,,,,,VHF-Pendant,AWE,022-70,163.002,,805,110,34.58,6.4g,163.002_220640
11/17/2022 0:00,AC,7,220641,NA,Male,J,7.5,153,,Right,None,,,,,,,,,,806,111,35.36,6.4g,_220641
11/17/2022 0:00,AC,7,220642,NA,Male,J,8,188,,Right,None,,,,,VHF-Pendant,AWE,022-90,163.244,,807,112,35.69,6.4g,163.244_220642
11/17/2022 0:00,AC,7,220643,NA,Male,J,7.5,184,,Right,None,,,,,,,,,,808,111,34.03,6.4g,_220643
11/17/2022 0:00,AC,7,220644,NA,Male,J,8,177,,Right,None,,,,,,,,,,809,112,33.57,6.4g,_220644
11/13/2022 0:00,AC,27,220147,NA,Female,J,6,140,,Right,None,,,,,VHF-Pendant,AWE,022-122,163.612,,810,106,35.24,6.4g,163.612_220147
11/13/2022 0:00,AC,27,220148,NA,Male,J,8,136,,Right,None,,,,,,,,,,811,115,32.72,6.4g,_220148
11/13/2022 0:00,AC,27,220150,NA,Female,J,7,138,,Right,None,,,,,VHF-Pendant,AWE,022-178,164.386,,812,113,34.46,6.4g,164.386_220150
11/13/2022 0:00,AC,27,220151,NA,Male,J,8,130,,Right,None,,,,,,,,,,813,115,32.88,6.4g,_220151
11/13/2022 0:00,AC,27,220152,NA,Female,J,9,145,,Right,None,,,,,,,,,,814,118,35.91,6.4g,_220152
11/13/2022 0:00,FC,24,225083,NA,Male,J,7,149,,Right,Right,,,,,VHF-Pendant,AWE,022-237,165.027,,815,110,29.59,6.4g,165.027_225083
11/13/2022 0:00,FC,24,220154,NA,Female,J,8,127,,Right,None,,,,,VHF-Pendant,AWE,022-155,164.054,,816,112,30.71,6.4g,164.054_220154
11/13/2022 0:00,FC,24,220155,NA,Female,J,8,139,,Right,None,,,,,VHF-Pendant,AWE,022-5,162.137,,817,113,28.94,6.4g,162.137_220155
11/13/2022 0:00,FC,24,214771,NA,Male,Adult,,154,,Right,None,,,,,VHF-Pendant,AWE,022-129,163.685,recap and retransmitted,818,115,30.26,6.4g,163.685_214771
11/13/2022 0:00,FC,24,220156,NA,Female,J,7,100,,Right,None,,,,,VHF-Pendant,AWE,022-125,163.649,,819,103,27.67,6.4g,163.649_220156
11/13/2022 0:00,FC,24,220157,NA,Male,J,7.5,130,,Right,None,,,,,,,,,,820,111,30.08,6.4g,_220157
11/13/2022 0:00,FC,24,220158,NA,Male,J,8,146,,Right,None,,,,,,,,,,821,111,32.74,6.4g,_220158
11/13/2022 0:00,FC,24,220160,NA,Male,J,7,170,,Right,None,,,,,,,,,,822,108,33.16,6.4g,_220160
11/13/2022 0:00,FC,24,220159,NA,Male,J,7,125,,Right,None,,,,,,,,,,823,116,28.54,6.4g,_220159
11/13/2022 0:00,FC,24,220161,NA,Male,J,8,134,,Right,None,,,,,,,,,,824,112,30.79,6.4g,_220161
11/13/2022 0:00,FC,24,220162,NA,Male,J,9,161,,Right,None,,,,,,,,,,825,111,33.46,6.4g,_220162
11/13/2022 0:00,FC,9,214674,NA,Female,Adult,,175,,Right,None,VHF-Pendant,AWE,,149.604,VHF-Pendant,AWE,022-154,164.035,transmitter removed 149.604 processed next morning,826,110,35.75,6.4g,164.035_214674
11/13/2022 0:00,FC,24,220163,NA,Female,J,7,148,,Right,None,,,,,VHF-Pendant,AWE,022-96,163.325,processed next morning,827,109,29.69,6.4g,163.325_220163
11/13/2022 0:00,FC,9,220164,NA,Female,J,7,147,,Right,None,,,,,VHF-Pendant,AWE,022-147,163.963,processed next morning,828,105,32.58,6.4g,163.963_220164
11/13/2022 0:00,FC,9,214698,NA,Female,Adult,,147,,Right,None,VHF-Pendant,AWE,,163.202,VHF-Pendant,AWE,022-180,164.415,163.202 processed next morning,829,107,32.58,6.4g,164.415_214698
11/14/2022 0:00,AC,1,220165,NA,Female,J,8,155,,Right,None,,,,,VHF-Pendant,AWE,022-130,163.694,,830,108,34.46,6.4g,163.694_220165
11/14/2022 0:00,BP,22,220166,NA,Male,J,7,187,,Right,None,,,,,VHF-Pendant,AWE,022-161,164.171,,831,114,35.11,6.4g,164.171_220166
11/14/2022 0:00,BP,22,220167,NA,Female,Juvenile,7,177,,Right,None,,,,,VHF-Pendant,AWE,022-138,163.828,,832,109,37.21,6.4g,163.828_220167
